0.000000	-1881.005707	-9452.016936	-13621.394164	-4271.301782	4138.064416	-14005.082072	139.488817	1198.644869	0.000000	1726714089973.862061	0.000000
1.000000	2975.698401	-2173.311268	-1555.574673	-1256.304667	2152.364639	-1759.820077	3149.185422	-876.779995	0.000000	1726714089977.545898	0.000000
2.000000	1226.346704	-3075.335949	-239.363160	-3424.064848	2300.886411	-680.680436	1871.827430	-624.159188	0.000000	1726714089981.645020	0.000000
3.000000	-3695.074260	-10235.306832	-11552.526733	-6653.991695	4224.550434	-12232.683178	-1216.354032	1403.677504	0.000000	1726714089985.326904	0.000000
4.000000	-3163.295324	-11037.081425	-15536.263423	-5312.124324	4528.815733	-16011.253789	-697.196602	1636.830362	0.000000	1726714089989.416016	0.000000
5.000000	1965.225157	-3946.288302	-4848.725964	-1745.770085	2635.583757	-5026.774573	2563.841151	-376.015474	0.000000	1726714089993.443115	0.000000
6.000000	2381.048237	-1793.907754	1205.763457	-2462.766590	1966.810105	867.180297	2642.333606	-989.181992	0.000000	1726714089997.039062	0.000000
7.000000	-2549.768915	-8355.402748	-8198.874920	-6041.673843	3708.056025	-8847.108640	-529.341616	871.453022	0.000000	1726714090001.131104	0.000000
8.000000	-4077.325518	-11958.578924	-16265.834977	-6197.381895	4754.448204	-16844.499489	-1334.533818	1901.277698	0.000000	1726714090004.753906	0.000000
9.000000	642.927752	-5976.919086	-8332.842677	-2506.854131	3210.936954	-8557.730161	1744.670030	212.468175	0.000000	1726714090008.824951	0.000000
10.000000	3135.477290	-1172.628239	1400.548018	-1645.344817	1845.351462	1126.013316	3162.180939	-1157.017842	0.000000	1726714090012.912109	0.000000
11.000000	-1180.541776	-6307.715089	-4888.133780	-5139.796210	3168.958661	-5470.276796	321.410572	295.739492	0.000000	1726714090016.565918	0.000000
12.000000	-4511.038302	-12075.788683	-15718.634773	-6707.247920	4774.487314	-16382.234453	-1665.728029	1939.624816	0.000000	1726714090020.812012	0.000000
13.000000	-810.717008	-8069.438839	-11614.010786	-3503.285971	3758.520605	-11906.200213	810.784522	797.312214	0.000000	1726714090024.439941	0.000000
14.000000	3288.140584	-1443.761177	145.572673	-1244.865528	1930.707266	-65.562374	3289.340853	-1093.647446	0.000000	1726714090028.649902	0.000000
15.000000	238.055238	-4358.611164	-1996.562282	-4157.948501	2639.629458	-2487.424235	1198.834466	-266.134931	0.000000	1726714090032.433105	0.000000
16.000000	-4261.816532	-11321.568860	-13773.228087	-6834.845789	4543.390594	-14454.279852	-1587.091734	1709.145443	0.000000	1726714090036.094971	0.000000
17.000000	-2211.944453	-9908.426099	-14215.097203	-4521.507681	4247.228037	-14604.611124	-113.525907	1310.246270	0.000000	1726714090040.154053	0.000000
18.000000	2762.094452	-2608.153328	-2380.468072	-1353.368050	2271.895852	-2544.132469	2994.465496	-770.305293	0.000000	1726714090044.239990	0.000000
19.000000	1547.097306	-2714.247751	189.796246	-3147.086806	2216.248031	-200.694086	2043.559921	-740.181793	0.000000	1726714090047.822998	0.000000
20.000000	-3461.726959	-9802.884999	-10825.183406	-6474.854287	4129.593301	-11496.038111	-1125.843929	1281.017849	0.000000	1726714090051.924072	0.000000
